Абхазия	Абхаз&#1110;я
Ливония	Ливон&#1110;я
Лиговский	Лиговск&#1110;й
Лигурия	Лигур&#1110;я
Лидия	Лид&#1110;я
Ликейские	Ликейск&#1110;е
Ликия	Лик&#1110;я
Лилиенфельд	Лил&#1110;енфельдъ
Лиодор	Л&#1110;одоръ
Лион	Л&#1110;онъ
Лия	Л&#1110;я
Лолий	Лол&#1110;й
Ломбардия	Ломбард&#1110;я
Лузитания	Лузитан&#1110;я
Луизиада	Луиз&#1110;ада
Луизиана	Луиз&#1110;ана
Лукания	Лукан&#1110;я
Лукиан	Лук&#1110;анъ
Лукий	Лук&#1110;й
Лукреций	Лукрец&#1110;й
Лукреция	Лукрец&#1110;я
Луций	Луц&#1110;й
Любомирский	Любомирск&#1110;й
Нос	Лис&#1110;й
лаборатория	лаборатор&#1110;я
ладненький	ладненьк&#1110;й
лажение	лажен&#1110;е
лаконический	лаконическ&#1110;й
ламентации	ламентац&#1110;и
латимерия	латимер&#1110;я
латинский	латинск&#1110;й
левее	л&#1123;в&#1123;е
лево	л&#1123;во
левобережный	л&#1123;вобережный
левого	л&#1123;ваго
левое	л&#1123;вое
левша	л&#1123;вша
левые	л&#1123;вые
левый	л&#1123;вый
легион	лег&#1110;онъ
легчайший	легчайш&#1110;й
ледащий	ледащ&#1110;й
леденеть	леден&#1123;ть
лежание	лежан&#1110;е
лежачий	лежач&#1110;й
лежащий	лежащ&#1110;й
лезвие	лезв&#1110;е
лезть	л&#1123;зть
лейб-гвардия	лейбъ-гвард&#1110;я
лейкемия	лейкэм&#1110;я
лекарство	л&#1123;карство
лекарь	л&#1123;карь
лекция	лекц&#1110;я
лелеять	лел&#1123;ять
лемешка	лем&#1123;шка
ленивее	л&#1123;нив&#1123;е
ленивец	л&#1123;нивецъ
лениво	л&#1123;ниво
ленивого	л&#1123;ниваго
ленивое	л&#1123;нивое
ленивые	л&#1123;нивые
ленивый	л&#1123;нивый
лениться	л&#1123;ниться
леность	л&#1123;ность
лентяй	л&#1123;нтяй
лень	л&#1123;нь
лепить	л&#1123;пить
лепка	л&#1123;пка
лепнина	л&#1123;пнина
лепной	л&#1123;пной
лепота	л&#1123;пота
лепрозорий	лепрозор&#1110;й
лес	л&#1123;съ
леса	л&#1123;са
лесбийский	лесб&#1110;йск&#1110;й
лесбиянство	лесб&#1110;янство
лесенка	л&#1123;сенка
лесина	л&#1123;сина
лесистее	л&#1123;сист&#1123;е
лесистого	л&#1123;систаго
лесистое	л&#1123;систое
лесистые	л&#1123;систые
лесистый	л&#1123;систый
лесник	л&#1123;сникъ
лесничество	л&#1123;сничество
лесничий	л&#1123;снич&#1110;й
лесного	л&#1123;сного
лесное	л&#1123;сное
лесной	л&#1123;сной
лесные	л&#1123;сные
лесоведение	л&#1123;сов&#1123;д&#1123;н&#1110;е
лесовик	л&#1123;совикъ
лесок	л&#1123;сокъ
лесом	л&#1123;сомъ
лесопилка	л&#1123;сопилка
лесоповал	л&#1123;соповалъ
лествица	л&#1123;ствица
лестница	л&#1123;стница
лестничного	л&#1123;стничнаго
лестничное	л&#1123;стничное
лестничные	л&#1123;стничные
лестничный	л&#1123;стничный
лет	л&#1123;тъ
лета	л&#1123;та
летаргия	летарг&#1110;я
летающий	летающ&#1110;й
лететь	лет&#1123;ть
летие	-л&#1123;т&#1110;е
летнего	л&#1123;тняго
летнее	л&#1123;тнее
летней	л&#1123;тней
летние	л&#1123;тн&#1110;е
летний	л&#1123;тн&#1110;й
летник	л&#1123;тникъ
лето	л&#1123;то
летовать	л&#1123;товать
летовье	л&#1123;товье
летоисчисление	л&#1123;тоисчислен&#1110;е
летом	л&#1123;томъ
летописец	л&#1123;тописецъ
летопись	л&#1123;топись
летосчисление	л&#1123;тосчислен&#1110;е
летошний	л&#1123;тошн&#1110;й
летучие	летуч&#1110;е
летучий	летуч&#1110;й
летящий	летящ&#1110;й
леха	л&#1123;ха
лечащий	л&#1123;чащ&#1110;й
лечебница	л&#1123;чебница
лечебного	л&#1123;чебнаго
лечебные	л&#1123;чебные
лечебный	л&#1123;чебный
лечение	л&#1123;чен&#1110;е
леченный	л&#1123;ченный
леченый	л&#1123;ченый
лечитесь	л&#1123;читесь
лечить	л&#1123;чить
лечиться	л&#1123;читься
лечишься	л&#1123;чишься
леший	л&#1123;ш&#1110;й
лже-Дмитрий	лже-Дмитр&#1110;й
лжеиерей	лже&#1110;ерей
лжесвидетель	лжесвид&#1123;тель
лжеучение	лжеучен&#1110;е
лиана	л&#1110;ана
либерализация	либерализац&#1110;я
ликование	ликован&#1110;е
лилия	лил&#1110;я
линия	лин&#1110;я
липкий	липк&#1110;й
лирический	лирическ&#1110;й
лисий	лис&#1110;й
листоеды	листо&#1123;ды
литерализация	литерализац&#1110;я
лития	лит&#1110;я
литография	литограф&#1110;я
литургия	литург&#1110;я
лихенология	лихенолог&#1110;я
лихие	лих&#1110;е
лиходей	лиход&#1123;й
лихолетье	лихол&#1123;тье
